18,148.535496685
19,168.94837519
20,157.056337361
21,165.637576194
22,162.740095992
18,148.448556714
19,150.903730643
20,168.640250228
21,173.820970655
22,158.089339388
18,159.833368695
19,144.695956661
20,163.622029267
21,182.580206836
22,150.559837821
18,158.901162357
19,138.913184241
20,158.599945102
21,157.339979029
22,154.404488952
8,99.4558583456
9,108.711194943
10,104.2876565
11,126.851222351
12,135.304077844
8,101.408609292
9,92.712916036
10,98.9468813061
11,99.9343065941
12,105.586137559
8,82.9151061992
9,107.531442718
10,119.760087837
11,121.057641245
12,105.159335576
8,104.284365157
9,111.279813271
10,96.9557103816
11,123.357163013
12,109.857920719
1,59.3174672203
2,83.7619695685
3,72.9891150268
4,98.1313546616
5,67.0745805405
6,79.9600515706
7,91.1587577492
8,115.229658698
9,116.398824759
10,111.195544372
11,132.270315064
12,107.434949508
13,129.264713249
14,116.721121697
15,145.713940618
16,131.200469066
17,157.02333491
18,142.287325854
19,136.990958531
20,158.571934183
21,151.621876973
22,161.351270588
23,155.308437832
24,185.26169857
25,174.5780332
26,193.241398146
27,180.563820089
28,207.801369349
29,185.707976563
30,191.455566257
31,221.988026207
32,215.131328126
33,224.623421523
34,241.492532672
35,244.702017435
36,250.470307952
37,247.465420679
38,269.33531762
39,239.753468057
40,279.297545522
41,256.59271929
42,265.100455122
43,261.399620242
44,260.329861765
45,304.988046245
46,308.126064396
47,278.974199218
48,313.935026679
49,305.76988618
50,296.445031118
51,329.555498867
52,335.568128886
53,339.21040409
54,338.211405734
55,346.940581306
56,339.588683131
57,364.969929892
58,330.287091441
59,352.541007393
60,371.398776364
61,357.759330163
62,363.764070045
63,387.7059392
64,385.544135849
65,394.999730073
66,379.145718069
67,399.376430447
68,380.20833013
69,405.330687522
70,415.459799614
71,434.111612809
72,418.330278568
73,423.413420703
74,428.606541768
75,424.448194966
76,450.055690495
77,457.287697058
78,469.374860627
79,449.639943326
80,451.616206023
81,455.678539412
82,488.870740499
83,466.940111004
84,480.079510625
85,492.298824333
86,470.177699915
87,497.528782485
88,480.48301581
89,496.212265439
90,505.979528065
91,532.099819031
92,505.687318502
93,542.146953718
94,515.820458805
95,522.602477542
96,559.686267901
97,541.39131894
98,552.606781858
99,550.890205458
100,568.673975107
101,574.661097884
102,554.907723249
103,587.692654131
104,580.883602415
105,594.682832392
106,596.124863249
107,604.655923486
108,596.731317083
109,619.423731639
110,620.570963049
111,604.09707743
112,603.430950881
113,621.702562365
114,625.319619937
115,619.70394638
116,624.701786673
117,654.966522591
118,667.664679633
119,639.119227428
120,656.151534975
121,682.213506555
122,673.294552682
123,662.320091846
124,696.728801902
125,676.019543279
126,679.059170543
