18,57.0883679012
19,62.5338384192
20,68.5157916625
21,69.5704351359
22,73.7016004101
18,55.093581699
19,63.7892486784
20,66.1206533365
21,64.1559563218
22,73.4775724207
18,59.8262563541
19,64.8263073581
20,66.9366020193
21,66.6432093254
22,70.8071621059
18,55.3607414479
19,62.1483736372
20,64.5637802726
21,71.2187087672
22,71.4324511941
8,25.3295815646
9,30.6832547936
10,34.8477703553
11,35.2219905639
12,44.1129295127
8,27.0003612718
9,29.2511841633
10,36.865758817
11,35.6856916502
12,41.3957190575
8,25.5412555636
9,35.7848470184
10,38.8637560064
11,37.0534062008
12,42.9426637077
8,29.2181648506
9,28.2232061338
10,31.2629607831
11,38.8190015647
12,43.0244407587
1,4.92541409447
2,14.9616395799
3,17.413621441
4,14.7788054513
5,19.0656241167
6,23.8770834492
7,27.6654491765
8,32.1181616278
9,28.0532111303
10,33.0542776673
11,36.812387066
12,43.5442431826
13,46.8016256004
14,50.8785179095
15,46.0772446188
16,54.3982609359
17,53.2824369609
18,57.1023919162
19,62.8528369155
20,63.4138219301
21,68.9528180924
22,68.158066082
23,71.9729346834
24,74.5962204385
25,81.3262453734
26,84.3072036989
27,88.3459842013
28,91.3136904124
29,90.6127022419
30,97.4402794752
