18,181.107344069
19,193.563008594
20,205.150887752
21,212.131234546
22,218.214544831
18,183.332967815
19,190.398322235
20,198.644441066
21,210.802088907
22,221.880653763
18,183.186293465
19,188.452849308
20,205.890203797
21,215.300687578
22,221.493260162
18,183.591074822
19,191.884118922
20,205.528705026
21,208.14009494
22,224.878891077
8,79.086802284
9,88.4191733624
10,104.849824145
11,110.408306229
12,123.78134506
8,81.2827276157
9,95.7442294603
10,105.014121739
11,112.485982819
12,121.418745294
8,79.886228191
9,92.8166061248
10,101.603937691
11,111.610714762
12,118.350623725
8,83.6604026665
9,95.7862158931
10,101.499247351
11,114.771407854
12,122.293117705
1,9.45623804184
2,19.4181087606
3,35.590904686
4,39.0880719841
5,50.2493667767
6,64.3223115005
7,69.5582991574
8,80.413323832
9,90.227249044
10,98.4872386305
11,108.405956077
12,120.67396246
13,135.98023016
14,142.770089874
15,154.903720379
16,159.791695969
17,174.865148137
18,183.502863684
19,188.512236513
20,204.787523467
21,209.444600112
22,223.126161099
23,235.175092855
24,243.379963232
25,251.441978669
26,263.450727147
27,275.235420268
28,283.276346976
29,288.070972547
30,299.550356265
