18,96.9383022105
19,106.10628112
20,107.673384815
21,117.356800246
22,120.444679749
18,98.766468001
19,106.778967229
20,108.752052125
21,115.937508229
22,118.440263268
18,102.736541814
19,105.144761465
20,106.545989482
21,112.756508978
22,117.264201978
18,96.508246085
19,102.829182132
20,106.235423046
21,118.915297534
22,121.233687913
8,52.9878992608
9,57.7466836671
10,58.1529453997
11,64.9468358838
12,72.4884138094
8,46.5797787776
9,55.3082680754
10,56.5329171267
11,62.9133339817
12,67.0337271958
8,49.0569587582
9,51.3597354045
10,57.1670140724
11,64.8296930506
12,70.3571934665
8,52.0144845255
9,55.5058311946
10,57.0446587924
11,65.6910502879
12,68.5597634976
1,13.1406379809
2,16.3821888168
3,28.7558125558
4,30.7062048008
5,37.782234199
6,36.2994242724
7,41.6549533928
8,46.28581137
9,52.9897098405
10,63.1856390133
11,66.5357977894
12,73.5329571435
13,78.0266711155
14,80.4949473556
15,86.2305468611
16,90.2822470607
17,94.1913451802
18,99.7146646955
19,102.629784847
20,113.734345366
21,116.521069246
22,120.427543709
23,121.544665359
24,133.238160012
25,135.363590088
26,142.39136554
27,146.025052124
28,147.473105152
29,151.952352216
30,157.834415872
