18,33.1011745586
19,32.0585700203
20,34.4229527025
21,31.7503003964
22,35.6873775683
18,33.071904828
19,34.3155181807
20,29.4883677322
21,34.4864468243
22,36.7813358046
18,29.6703167567
19,30.2038014338
20,36.9873910543
21,34.3126883559
22,38.6602731679
18,32.7434033294
19,31.5791957129
20,30.1031795757
21,37.3443305887
22,35.5777676868
8,23.0343917985
9,18.759717736
10,24.3541487319
11,27.0028262446
12,22.516232997
8,24.4632131403
9,23.4770870129
10,19.7105720141
11,23.8861383649
12,21.4643598496
8,21.5684766196
9,25.7149687051
10,23.6609015031
11,22.8436182021
12,24.3733415516
8,19.4142330101
9,25.0924074854
10,25.0708019508
11,25.7651767749
12,26.0519614839
1,11.1348185076
2,14.8269944683
3,14.6475770808
4,17.2446936663
5,14.1988477644
6,17.6071591487
7,23.6622697836
8,23.0353162752
9,18.4924658714
10,20.734272516
11,20.5562773856
12,24.2665066075
13,25.2266987365
14,29.0083539094
15,29.9584023302
16,32.3140779217
17,26.9785501422
18,33.3774054394
19,35.9821223031
20,32.9449557116
21,33.9147576187
22,36.7641832995
23,38.0486765283
24,33.3970080082
25,40.9982398983
26,36.0094457152
27,39.4513607196
28,44.9254521804
29,44.0438524423
30,45.6967538108
